SamplingPointID;CodiceRete;CodiceStazione;DataOraAttivazione;DataOraDisattivazione;CodiceInquinante;UsatoAQD;TipoValutazione;Mobile;TipoMisura;LimiteRilevabilita
IT1841A_464_other_2006-12-04_00:00:00;IT112A;IT1841A;04/12/2006 00:00;01/01/2019 00:00;464;False;fixed;False;automatic;0.1
IT1841A_482_other_2006-12-04_00:00:00;IT112A;IT1841A;04/12/2006 00:00;01/01/2019 00:00;482;False;fixed;False;automatic;0.1
IT1841A_5012_GF-AAS_2010-01-12_00:00:00;IT112A;IT1841A;12/01/2010 00:00;01/01/2019 00:00;5012;True;fixed;False;active;0.364
IT1841A_5014_GF-AAS_2010-01-12_00:00:00;IT112A;IT1841A;12/01/2010 00:00;01/01/2019 00:00;5014;True;fixed;False;active;0.091
IT1841A_5015_GF-AAS_2010-01-12_00:00:00;IT112A;IT1841A;12/01/2010 00:00;01/01/2019 00:00;5015;True;fixed;False;active;0.364
IT1841A_5018_GF-AAS_2010-01-12_00:00:00;IT112A;IT1841A;12/01/2010 00:00;01/01/2019 00:00;5018;True;fixed;False;active;0.182
IT1841A_5029_HPLC-FLD_2010-01-12_00:00:00;IT112A;IT1841A;12/01/2010 00:00;01/01/2019 00:00;5029;True;fixed;False;active;0.01
IT1841A_5_BETA_2006-12-04_00:00:00;IT112A;IT1841A;04/12/2006 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;1
IT1841A_8_chemi_2006-12-04_00:00:00;IT112A;IT1841A;04/12/2006 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT1841A_9_chemi_2006-12-04_00:00:00;IT112A;IT1841A;04/12/2006 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT1906A_38_chemi_2008-02-03_00:00:00;IT112A;IT1906A;03/02/2008 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT1906A_5_BETA_2008-02-03_00:00:00;IT112A;IT1906A;03/02/2008 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;0.5
IT1906A_6001_BETA_2008-02-03_00:00:00;IT112A;IT1906A;03/02/2008 00:00;01/01/2019 00:00;6001;True;fixed;False;automatic;0.5
IT1906A_7_UV-P_2009-11-29_00:00:00;IT112A;IT1906A;29/11/2009 00:00;01/01/2019 00:00;7;True;fixed;False;automatic;1.2
IT1906A_8_chemi_2008-02-03_00:00:00;IT112A;IT1906A;03/02/2008 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT1906A_9_chemi_2008-02-03_00:00:00;IT112A;IT1906A;03/02/2008 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT2012A_1_UV-FL_2010-10-03_00:00:00;IT112A;IT2012A;03/10/2010 00:00;01/01/2019 00:00;1;True;fixed;False;automatic;1.5
IT2012A_20_GC-PID_2010-02-24_00:00:00;IT112A;IT2012A;24/02/2010 00:00;01/01/2019 00:00;20;True;fixed;False;automatic;0.1
IT2012A_21_other_2010-02-24_00:00:00;IT112A;IT2012A;24/02/2010 00:00;01/01/2019 00:00;21;False;fixed;False;automatic;0.1
IT2012A_38_chemi_2010-02-25_00:00:00;IT112A;IT2012A;25/02/2010 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2012A_431_other_2010-02-24_00:00:00;IT112A;IT2012A;24/02/2010 00:00;01/01/2019 00:00;431;False;fixed;False;automatic;0.1
IT2012A_464_other_2010-02-24_00:00:00;IT112A;IT2012A;24/02/2010 00:00;01/01/2019 00:00;464;False;fixed;False;automatic;0.1
IT2012A_482_other_2010-02-24_00:00:00;IT112A;IT2012A;24/02/2010 00:00;01/01/2019 00:00;482;False;fixed;False;automatic;0.1
IT2012A_5_BETA_2010-06-01_00:00:00;IT112A;IT2012A;01/06/2010 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;1
IT2012A_6001_BETA_2010-06-06_00:00:00;IT112A;IT2012A;06/06/2010 00:00;01/01/2019 00:00;6001;True;fixed;False;automatic;1
IT2012A_7_UV-P_2010-02-22_00:00:00;IT112A;IT2012A;22/02/2010 00:00;01/01/2019 00:00;7;True;fixed;False;automatic;1.2
IT2012A_8_chemi_2010-02-25_00:00:00;IT112A;IT2012A;25/02/2010 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2012A_9_chemi_2010-02-25_00:00:00;IT112A;IT2012A;25/02/2010 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT2013A_10_IR-GFC_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;10;True;fixed;False;automatic;0.1
IT2013A_1_UV-FL_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;1;True;fixed;False;automatic;1.5
IT2013A_38_chemi_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2013A_5_BETA_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;1
IT2013A_6001_BETA_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;6001;True;fixed;False;automatic;1
IT2013A_7_UV-P_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;7;True;fixed;False;automatic;1.2
IT2013A_8_chemi_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2013A_9_chemi_2010-09-05_00:00:00;IT112A;IT2013A;05/09/2010 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT2023A_38_chemi_2010-07-24_00:00:00;IT112A;IT2023A;24/07/2010 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2023A_5_BETA_2010-07-22_00:00:00;IT112A;IT2023A;22/07/2010 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;1
IT2023A_6001_BETA_2010-07-22_00:00:00;IT112A;IT2023A;22/07/2010 00:00;01/01/2019 00:00;6001;True;fixed;False;automatic;1
IT2023A_7_UV-P_2010-07-22_00:00:00;IT112A;IT2023A;22/07/2010 00:00;01/01/2019 00:00;7;True;fixed;False;automatic;1.2
IT2023A_8_chemi_2010-07-24_00:00:00;IT112A;IT2023A;24/07/2010 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2023A_9_chemi_2010-07-24_00:00:00;IT112A;IT2023A;24/07/2010 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.7649
IT2171A_10_NDIR_2013-03-21_00:00:00;IT112A;IT2171A;21/03/2013 00:00;01/01/2019 00:00;10;False;fixed;False;automatic;0.1
IT2171A_38_chemi_2013-03-21_00:00:00;IT112A;IT2171A;21/03/2013 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2171A_8_chemi_2013-03-21_00:00:00;IT112A;IT2171A;21/03/2013 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2171A_9_chemi_2013-03-21_00:00:00;IT112A;IT2171A;21/03/2013 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT2172A_38_chemi_2012-10-30_00:00:00;IT112A;IT2172A;30/10/2012 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2172A_5_BETA_2012-10-30_00:00:00;IT112A;IT2172A;30/10/2012 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;1
IT2172A_7_UV-P_2012-10-30_00:00:00;IT112A;IT2172A;30/10/2012 00:00;01/01/2019 00:00;7;False;fixed;False;automatic;1.2
IT2172A_8_chemi_2012-10-30_00:00:00;IT112A;IT2172A;30/10/2012 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2172A_9_chemi_2012-10-30_00:00:00;IT112A;IT2172A;30/10/2012 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT2173A_1_UV-FL_2013-10-07_00:00:00;IT112A;IT2173A;07/10/2013 00:00;01/01/2019 00:00;1;False;fixed;False;automatic;1.5
IT2173A_38_chemi_2013-10-09_00:00:00;IT112A;IT2173A;09/10/2013 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2173A_5_BETA_2013-10-09_00:00:00;IT112A;IT2173A;09/10/2013 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;1
IT2173A_7_UV-P_2013-10-09_00:00:00;IT112A;IT2173A;09/10/2013 00:00;01/01/2019 00:00;7;True;fixed;False;automatic;1.2
IT2173A_8_chemi_2013-10-09_00:00:00;IT112A;IT2173A;09/10/2013 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2173A_9_chemi_2013-10-09_00:00:00;IT112A;IT2173A;09/10/2013 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.07649
IT2174A_10_IR-GFC_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;10;True;fixed;False;automatic;0.1
IT2174A_20_GC-FID_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;20;True;fixed;False;automatic;0.3
IT2174A_21_GC-FID_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;21;False;fixed;False;automatic;0.08
IT2174A_38_chemi_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2174A_431_GC-FID_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;431;False;fixed;False;automatic;0.088
IT2174A_464_GC-FID_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;464;False;fixed;False;automatic;0.1
IT2174A_482_GC-FID_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;482;False;fixed;False;automatic;0.1
IT2174A_5_BETA_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;0.5
IT2174A_8_chemi_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2174A_9_chemi_2013-12-18_00:00:00;IT112A;IT2174A;18/12/2013 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.7649
IT2175A_1_UV-FL_2014-05-29_00:00:00;IT112A;IT2175A;29/05/2014 00:00;01/01/2019 00:00;1;True;fixed;False;automatic;1.5
IT2175A_38_chemi_2014-05-29_00:00:00;IT112A;IT2175A;29/05/2014 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2175A_5_BETA_2014-05-29_00:00:00;IT112A;IT2175A;29/05/2014 00:00;01/01/2019 00:00;5;True;fixed;False;automatic;0.5
IT2175A_8_chemi_2014-05-29_00:00:00;IT112A;IT2175A;29/05/2014 00:00;01/01/2019 00:00;8;True;fixed;False;automatic;1
IT2175A_9_chemi_2014-05-29_00:00:00;IT112A;IT2175A;29/05/2014 00:00;01/01/2019 00:00;9;False;fixed;False;automatic;0.7649
IT2246A_38_chemi_2016-01-01_00:00:00;IT112A;IT2246A;01/01/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2246A_5_BETA_2016-01-01_00:00:00;IT112A;IT2246A;01/01/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2246A_8_chemi_2016-01-01_00:00:00;IT112A;IT2246A;01/01/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2248A_38_chemi_2016-05-17_00:00:00;IT112A;IT2248A;17/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2248A_5_BETA_2016-05-17_00:00:00;IT112A;IT2248A;17/05/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2248A_8_chemi_2016-05-17_00:00:00;IT112A;IT2248A;17/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2249A_38_chemi_2016-05-19_00:00:00;IT112A;IT2249A;19/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2249A_5_BETA_2016-06-18_00:00:00;IT112A;IT2249A;18/06/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2249A_7_UV-P_2016-05-19_00:00:00;IT112A;IT2249A;19/05/2016 00:00;01/01/2019 00:00;7;False;fixed;False;automatic;2
IT2249A_8_chemi_2016-05-19_00:00:00;IT112A;IT2249A;19/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2250A_10_IR-GFC_2016-05-06_00:00:00;IT112A;IT2250A;06/05/2016 00:00;01/01/2019 00:00;10;False;fixed;False;automatic;0.1
IT2250A_1_UV-FL_2016-05-06_00:00:00;IT112A;IT2250A;06/05/2016 00:00;01/01/2019 00:00;1;False;fixed;False;automatic;1.5
IT2250A_38_chemi_2016-05-06_00:00:00;IT112A;IT2250A;06/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2250A_5_BETA_2016-05-11_00:00:00;IT112A;IT2250A;11/05/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2250A_6001_BETA_2016-05-11_00:00:00;IT112A;IT2250A;11/05/2016 00:00;01/01/2019 00:00;6001;False;fixed;False;automatic;1
IT2250A_8_chemi_2016-05-06_00:00:00;IT112A;IT2250A;06/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2251A_1_UV-FL_2016-05-14_00:00:00;IT112A;IT2251A;14/05/2016 00:00;01/01/2019 00:00;1;False;fixed;False;automatic;1.5
IT2251A_38_chemi_2016-05-14_00:00:00;IT112A;IT2251A;14/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2251A_5_BETA_2016-05-14_00:00:00;IT112A;IT2251A;14/05/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2251A_6001_BETA_2016-05-28_00:00:00;IT112A;IT2251A;28/05/2016 00:00;01/01/2019 00:00;6001;False;fixed;False;automatic;1
IT2251A_8_chemi_2016-05-14_00:00:00;IT112A;IT2251A;14/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2252A_1_UV-FL_2016-05-18_00:00:00;IT112A;IT2252A;18/05/2016 00:00;01/01/2019 00:00;1;False;fixed;False;automatic;1.5
IT2252A_38_chemi_2016-05-18_00:00:00;IT112A;IT2252A;18/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2252A_8_chemi_2016-05-18_00:00:00;IT112A;IT2252A;18/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2253A_38_chemi_2016-06-01_00:00:00;IT112A;IT2253A;01/06/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2253A_5_BETA_2016-06-01_00:00:00;IT112A;IT2253A;01/06/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2253A_8_chemi_2016-06-01_00:00:00;IT112A;IT2253A;01/06/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2254A_1_UV-FL_2016-06-02_00:00:00;IT112A;IT2254A;02/06/2016 00:00;01/01/2019 00:00;1;False;fixed;False;automatic;1.5
IT2254A_38_chemi_2016-06-28_00:00:00;IT112A;IT2254A;28/06/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2254A_5_BETA_2016-06-14_00:00:00;IT112A;IT2254A;14/06/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2254A_6001_BETA_2016-06-02_00:00:00;IT112A;IT2254A;02/06/2016 00:00;01/01/2019 00:00;6001;False;fixed;False;automatic;1
IT2254A_7_UV-P_2016-06-02_00:00:00;IT112A;IT2254A;02/06/2016 00:00;01/01/2019 00:00;7;False;fixed;False;automatic;2
IT2254A_8_chemi_2016-06-02_00:00:00;IT112A;IT2254A;02/06/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2255A_38_chemi_2016-05-17_00:00:00;IT112A;IT2255A;17/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2255A_5_BETA_2016-05-15_00:00:00;IT112A;IT2255A;15/05/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2255A_8_chemi_2016-05-17_00:00:00;IT112A;IT2255A;17/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2256A_1_UV-FL_2016-05-04_00:00:00;IT112A;IT2256A;04/05/2016 00:00;17/01/2017 00:00;1;False;fixed;False;automatic;1.5
IT2256A_38_chemi_2016-05-05_00:00:00;IT112A;IT2256A;05/05/2016 00:00;17/01/2017 00:00;38;False;fixed;False;automatic;1
IT2256A_5_BETA_2016-05-11_00:00:00;IT112A;IT2256A;11/05/2016 00:00;17/01/2017 00:00;5;False;fixed;False;automatic;1
IT2256A_8_chemi_2016-05-05_00:00:00;IT112A;IT2256A;05/05/2016 00:00;17/01/2017 00:00;8;False;fixed;False;automatic;1
IT2257A_38_chemi_2016-05-14_00:00:00;IT112A;IT2257A;14/05/2016 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2257A_5_BETA_2016-05-26_00:00:00;IT112A;IT2257A;26/05/2016 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;1
IT2257A_8_chemi_2016-05-14_00:00:00;IT112A;IT2257A;14/05/2016 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2264A_1_UV-FL_2012-05-06_00:00:00;IT112A;IT2264A;06/05/2012 00:00;01/01/2019 00:00;1;False;fixed;False;automatic;1.1
IT2264A_38_chemi_2012-05-06_00:00:00;IT112A;IT2264A;06/05/2012 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2264A_5_BETA_2012-05-06_00:00:00;IT112A;IT2264A;06/05/2012 00:00;01/01/2019 00:00;5;False;fixed;False;automatic;0.5
IT2264A_8_chemi_2012-05-06_00:00:00;IT112A;IT2264A;06/05/2012 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2265A_38_chemi_2012-10-01_00:00:00;IT112A;IT2265A;01/10/2012 00:00;01/01/2019 00:00;38;False;fixed;False;automatic;1
IT2265A_7_UV-P_2012-10-02_00:00:00;IT112A;IT2265A;02/10/2012 00:00;01/01/2019 00:00;7;False;fixed;False;automatic;1.2
IT2265A_8_chemi_2012-10-01_00:00:00;IT112A;IT2265A;01/10/2012 00:00;01/01/2019 00:00;8;False;fixed;False;automatic;1
IT2250A_20_GC-FID_2017-10-03_00:00:00;IT112A;IT2250A;03/10/2017 00:00;01/01/2019 00:00;20;False;fixed;False;automatic;0.1
